"ID","L0_Domain","L1_Group","Level","Source","Primary_Capability","Capability_Name","Definition","Key_Components","Technologies","BNZ_Status","Priority","Maturity_Basic","Maturity_Intermediate","Maturity_Advanced","Maturity_Optimized","Success_Metrics"
"CP-056","Experiences","AI Solutions","L2","Embedded AI","Vendor Enablement & Onboarding","Technical Integration Readiness","Prepare technical infrastructure and integration patterns to enable rapid deployment of embedded AI features","Integration Patterns Library | Sandbox Environments | API Management | Data Pipelines | Identity Integration | Monitoring Instrumentation","API gateways (Apigee Kong) | Integration platforms (MuleSoft Dell Boomi) | Identity providers (Azure AD Okta) | Observability platforms (Datadog Splunk) | Sandbox/development environments","Partial","High","Custom integration per vendor (8-12 weeks)","Reusable integration patterns (4-6 weeks)","Self-service integration platform (1-2 weeks)","Auto-provisioning with API-driven configuration (days)","Average integration time (days) | Integration pattern reuse rate (%) | Integration failure rate (%) | Time to first API call (hours)"
"CP-057","Experiences","Channels","L2","placeholder","PLACEHOLDER-CHANNELS","Multi-Channel Orchestration","Orchestrate AI experiences across multiple channels","","","Planned","","","","","",""
"CP-058","Experiences","Channels","L2","placeholder","PLACEHOLDER-CHANNELS","Channel-Specific Optimization","Optimize AI responses for specific channel characteristics","","","Planned","","","","","",""
"CP-059","Experiences","Personalisation","L2","placeholder","PLACEHOLDER-PERSONALISATION","Customer Segmentation","AI-driven customer segmentation for personalized experiences","","","Planned","","","","","",""
"CP-060","Experiences","Personalisation","L2","placeholder","PLACEHOLDER-PERSONALISATION","Behavioral Analytics","Analyze customer behavior for personalization insights","","","Planned","","","","","",""
"CP-061","Agentic AI","Agents","L0","capability-model","CAP-L0-AGT: Agentic AI","Agentic AI","Autonomous agents, multi-agent systems, and automation","","","","","","","","",""
"CP-062","Agentic AI","Agents","L1","capability-model","CAP-L1-AGT-01","Agent Core","L1 Capability Group: Agent Core","","","","","","","","",""
"CP-063","Agentic AI","Agents","L1","capability-model","CAP-L1-AGT-02","Agent Intelligence","L1 Capability Group: Agent Intelligence","","","","","","","","",""
"CP-064","Agentic AI","Agents","L1","capability-model","CAP-L1-AGT-03","Multi-Agent Systems","L1 Capability Group: Multi-Agent Systems","","","","","","","","",""
"CP-065","Agentic AI","Agents","L1","capability-model","CAP-L1-AGT-04","Agent Governance","L1 Capability Group: Agent Governance","","","","","","","","",""
"CP-066","Agentic AI","Agents","L1","Agents","NAB-Aligned: Agent Authoring using B10 Open Source Frameworks","N/A - Development Capability","Ability to author agents for specific needs or use cases leveraging open source frameworks","Framework Selection; Agent Development; Use Case Specialization; Community Integration; Framework Customization; Rapid Prototyping","Open source agent frameworks (LangChain, CrewAI, AutoGen); Development environments and IDEs; Version control systems (Git, GitHub); Container platforms (Docker, Kubernetes)","Gap","Medium","N/A","N/A","N/A","N/A","Agent development velocity (agents per sprint); Framework adoption rate (%); Code reusability score (%); Time to deployment (days)"
"CP-067","Agentic AI","Agents","L1","Agents","NAB-Aligned: Agent Evaluation Framework","Agent Evaluation Framework","Focuses on measuring the quality, cost, and efficacy of Agentic applications, identify potential issues, inefficiencies and determining their root causes","Quality Assessment; Cost Analysis; Efficacy Measurement; Issue Identification; Root Cause Analysis; Continuous Improvement","Performance monitoring platforms (Datadog, New Relic); Cost analysis tools (AWS Cost Explorer, Azure Cost Management); Quality assessment frameworks (MLflow, Weights & Biases); Root cause analysis engines","Gap","High","N/A","N/A","N/A","N/A","Quality score improvement (%); Cost reduction achieved (%); Issue detection accuracy (%); Root cause identification rate (%)"
"CP-068","Agentic AI","Agents","L1","Agents","NAB-Aligned: Agent Integration with other Open Source Frameworks","N/A - Development Capability","Ability to interoperate with other agents that are authored using alternative frameworks or open source frameworks","Framework Interoperability; Protocol Translation; API Standardization; Data Exchange; Workflow Coordination; Legacy Integration","Model Control Protocol (MCP) for standardized communication; API translation layers and adapters; Message brokers; Integration platforms (Apache Camel, MuleSoft)","Gap","Medium","N/A","N/A","N/A","N/A","Cross-framework integration success rate (%); Protocol translation accuracy (%); Interoperability test coverage (%); Integration maintenance overhead (hours per month)"
"CP-069","Agentic AI","Agents","L1","Agents","NAB-Aligned: Autonomous Execution","Autonomous Execution","Ability for agents to operate independently, within the goals set as part of the agentic framework","Independent Operation; Goal-driven Behavior; Self-directed Decision Making; Framework Compliance; Autonomous Resource Management; Boundary Awareness","Autonomous agent frameworks (AutoGPT, LangChain Agents); Goal-oriented planning systems; Constraint satisfaction engines; Resource allocation algorithms","Gap","High","N/A","N/A","N/A","N/A","Autonomous operation percentage (%); Goal achievement rate (%); Framework compliance score (%); Resource utilization efficiency (%)"
"CP-070","Agentic AI","Agents","L1","Agents","NAB-Aligned: Identity and Access Management","N/A - Cross-cutting Capability","Supports impersonation flow where agents can access resources using credentials provided by a user while maintaining audit trails and access controls","Impersonation Flow; Resource Access Control; Credential Management; Audit Trail Maintenance; Access Policy Enforcement; User Context Preservation","Identity providers (Azure AD, OAuth 2.0, SAML); Access management platforms (Okta, Ping Identity); Secure credential storage (HashiCorp Vault, Azure Key Vault); Audit logging systems","Gap","High","N/A","N/A","N/A","N/A","Access control compliance (%); Audit trail completeness (%); Security incident rate (per 1000 operations); Identity verification accuracy (%)"
"CP-071","Agentic AI","Agents","L1","Agents","NAB-Aligned: Integration and Connectivity","N/A - Cross-cutting Capability","Capacity to connect with diverse data sources, APIs, and external systems through standardized interfaces","Multi-source Integration; API Connectivity; Standardized Interfaces; Data Format Translation; Connection Management; Error Handling","API gateways (Kong, Ambassador, AWS API Gateway); Integration platforms (MuleSoft, Apache Camel); Data transformation tools (Apache NiFi, Talend); Message brokers (Apache Kafka, RabbitMQ)","Gap","High","N/A","N/A","N/A","N/A","Integration success rate (%); Connection availability (%); Data transformation accuracy (%); Response time (milliseconds)"
"CP-072","Agentic AI","Agents","L1","Agents","NAB-Aligned: Memory (Short term and long term)","N/A - Cross-cutting Capability","System's ability to store and recall past experiences to improve decision-making, perception and overall performance","Short-term Memory; Long-term Memory; Experience Storage; Pattern Recognition; Memory Retrieval; Learning Integration","Vector databases (Pinecone, Weaviate, Chroma); Graph databases (Neo4j, Amazon Neptune); Memory architectures (MemoryBank, LangChain Memory); Embedding models for semantic search","Gap","High","N/A","N/A","N/A","N/A","Memory retention accuracy (%); Retrieval speed (milliseconds); Learning improvement rate (%); Memory utilization efficiency (%)"
