interface_id,solution_interface_id,use_case_id,use_case_name,source_abb_id,source_abb_name,source_layer,target_abb_id,target_abb_name,target_layer,interface_name,interface_description,datasets_exchanged,protocol,data_format,frequency,direction,security,authentication,volume,sla_requirement,error_handling,integration_pattern,primary_pattern_id,primary_pattern_name,pattern_interface_requirements
282,11,24,Front-end App Personalisation,378,Performance Optimization,Application Services Layer,367,UI Personalization,Presentation Layer,Performance Optimization to UI Personalization,Display results in UI Personalization,UI Update data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-006,Multi-Model Routing,2025: Model router with semantic classification. Fallback model chain.
283,13,1,FrontLine - Partnership Banking,,Notification Service,,,Vector Database,,Notification Service to Vector Database,System retrieves customer knowledge documents,Data Request data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
284,14,1,FrontLine - Partnership Banking,,LLM API,,,ML Model Serving,,LLM API to ML Model Serving,Retrieve features for predictive model,Feature Vector data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
285,15,1,FrontLine - Partnership Banking,,Content Templates,,,Content Templates,,Content Templates to Content Templates,Generate meeting brief content,Generated Content data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
286,16,1,FrontLine - Partnership Banking,,Content Templates,,,ML Model Serving,,Content Templates to ML Model Serving,Stream real-time customer events,Event Stream data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
287,17,1,FrontLine - Partnership Banking,,Notification Service,,,Notification Service,,Notification Service to Notification Service,Format and deliver notification,Notification data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
288,15,2,Finance,,Agent Framework,,,API Gateway,,Agent Framework to API Gateway,Query data product metadata,Metadata Query data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
289,16,2,Finance,,NLG Engine,,,NLG Engine,,NLG Engine to NLG Engine,Provide report template structure,Template data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
290,17,2,Finance,,NLG Engine,,,ML Model Serving,,NLG Engine to ML Model Serving,Send quality metrics for anomaly check,Quality Metrics data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
291,18,2,Finance,,Alert Engine,,,Report Engine,,Alert Engine to Report Engine,Provide narratives for report,Report Narratives data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
292,19,2,Finance,,Report Engine,,,Report Engine,,Report Engine to Report Engine,Supply report templates,Report Templates data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
293,19,3,Analytics and Reporting,,Insight Templates,,,Query Translation,,Insight Templates to Query Translation,Interpret natural language question,NL Understanding data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
294,20,3,Analytics and Reporting,,Data Virtualization,,,Data Virtualization,,Data Virtualization to Data Virtualization,Provide business metadata context,Metadata Context data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
295,21,3,Analytics and Reporting,,Data Virtualization,,,Query Translation,,Data Virtualization to Query Translation,Supply business terminology,Business Terms data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
296,22,3,Analytics and Reporting,,Query Translation,,,ML Model Registry,,Query Translation to ML Model Registry,Register feature definitions,Feature Metadata data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
297,23,3,Analytics and Reporting,,Model Serving,,,Model Serving,,Model Serving to Model Serving,Provide computed features,Feature Values data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
298,24,3,Analytics and Reporting,,Model Serving,,,Model Training,,Model Serving to Model Training,Configure training parameters,Training Config data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
299,25,3,Analytics and Reporting,,ML Model Registry,,,Analytics Engine,,ML Model Registry to Analytics Engine,Deliver predictions,Prediction Results data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
300,26,3,Analytics and Reporting,,LLM API,,,LLM API,,LLM API to LLM API,Provide template context,Template Context data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
301,27,3,Analytics and Reporting,,LLM API,,,Data Pipeline,,LLM API to Data Pipeline,Ingest source data,Data Ingestion data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
302,20,4,Credit Risk,,Credit Templates,,,Risk Models,,Credit Templates to Risk Models,Serve credit risk models,Model Inference data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
303,21,4,Credit Risk,,Score Calculation,,,External Data Sources,,Score Calculation to External Data Sources,Request alternative data,Enrichment Request data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
304,22,4,Credit Risk,,Risk Models,,,LLM API,,Risk Models to LLM API,Request narrative generation,Decision Context data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
305,23,4,Credit Risk,,Document Generation,,,Document Generation,,Document Generation to Document Generation,Provide document templates,Document Templates data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
306,24,4,Credit Risk,,Document Generation,,,Event Processing,,Document Generation to Event Processing,Stream loan events,Loan Events data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
307,25,4,Credit Risk,,ML Model Serving,,,ML Ensemble Framework,,ML Model Serving to ML Ensemble Framework,Send model predictions,Model Predictions data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
308,26,4,Credit Risk,,Real-time Analytics,,,XAI Framework,,Real-time Analytics to XAI Framework,Request score explanation,Explanation Request data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
309,25,6,HyperPersonalization,,Personalization Engine,,,Customer 360,,Personalization Engine to Customer 360,Sync customer data,Customer Data Sync data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-006,Multi-Model Routing,2025: Model router with semantic classification. Fallback model chain.
310,11,7,Contact Centre,,Emotion Detection,,,NLP Framework,,Emotion Detection to NLP Framework,Chain processing: LLM API to NLP Framework,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-013,Conversational AI Pattern,2025: WebSocket for streaming. Session state. Multi-turn context.
311,12,7,Contact Centre,,Sentiment Scoring,,,LLM API,,Sentiment Scoring to LLM API,Provide data context from Knowledge Management,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-013,Conversational AI Pattern,2025: WebSocket for streaming. Session state. Multi-turn context.
312,13,7,Contact Centre,,LLM API,,,Documentation,,LLM API to Documentation,Return AI results to Documentation,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-013,Conversational AI Pattern,2025: WebSocket for streaming. Session state. Multi-turn context.
313,12,8,Security AI,,Anomaly Scoring,,,Behavioral Baselines,,Anomaly Scoring to Behavioral Baselines,Chain processing: ML Ensemble to Behavioral Baselines,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
314,13,8,Security AI,,User & Entity Behavior Analytics (UEBA),,,ML Ensemble,,User & Entity Behavior Analytics (UEBA) to ML Ensemble,Provide data context from Threat Intelligence,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
315,14,8,Security AI,,ML Ensemble,,,Event Correlation,,ML Ensemble to Event Correlation,External integration via Intelligence Feeds,Integration data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
316,15,8,Security AI,,Event Correlation,,,Orchestration,,Event Correlation to Orchestration,Return AI results to Orchestration,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
317,11,9,Data Products,,Auto-tagging,,,Auto-generation,,Auto-tagging to Auto-generation,Chain processing: API Spec Generation to Auto-generation,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-012,Data Mesh Pattern,2025: Data product API. Schema registry. Quality metrics endpoint.
318,12,9,Data Products,,Recommendation Engine,,,API Spec Generation,,Recommendation Engine to API Spec Generation,Provide data context from Data Catalog,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-012,Data Mesh Pattern,2025: Data product API. Schema registry. Quality metrics endpoint.
319,13,9,Data Products,,API Spec Generation,,,Impact Analysis,,API Spec Generation to Impact Analysis,Return AI results to Impact Analysis,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-012,Data Mesh Pattern,2025: Data product API. Schema registry. Quality metrics endpoint.
320,10,10,SDLC,,Test Generation,,,Pattern Recognition,,Test Generation to Pattern Recognition,Chain processing: Code Analysis to Pattern Recognition,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
321,11,10,SDLC,,Test Optimization,,,Deployment Automation,,Test Optimization to Deployment Automation,Return AI results to Deployment Automation,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
322,11,11,Fincrime,,Risk Scoring,,,Pattern Detection,,Risk Scoring to Pattern Detection,Chain processing: Transaction Monitoring to Pattern Detection,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
323,12,11,Fincrime,,False Positive Reduction,,,Transaction Monitoring,,False Positive Reduction to Transaction Monitoring,Provide data context from Network Analysis,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
324,13,11,Fincrime,,Transaction Monitoring,,,Evidence Collection,,Transaction Monitoring to Evidence Collection,Return AI results to Evidence Collection,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
325,11,12,QA/QC,,Anomaly Detection,,,Risk Assessment,,Anomaly Detection to Risk Assessment,Chain processing: Defect Prediction to Risk Assessment,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-014,Batch Prediction Pattern,2025: Batch scheduling API. Progress tracking. Result pagination.
326,12,12,QA/QC,,Behavioral Analysis,,,Defect Prediction,,Behavioral Analysis to Defect Prediction,Provide data context from Metric Collection,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-014,Batch Prediction Pattern,2025: Batch scheduling API. Progress tracking. Result pagination.
327,13,12,QA/QC,,Defect Prediction,,,Alert Engine,,Defect Prediction to Alert Engine,Return AI results to Alert Engine,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-014,Batch Prediction Pattern,2025: Batch scheduling API. Progress tracking. Result pagination.
328,11,13,Fraud Ops,,Behavioral Biometrics,,,ML Scoring,,Behavioral Biometrics to ML Scoring,Chain processing: Fraud Detection to ML Scoring,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
329,12,13,Fraud Ops,,Device Fingerprinting,,,Fraud Detection,,Device Fingerprinting to Fraud Detection,Provide data context from Graph Analytics,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
330,13,13,Fraud Ops,,Fraud Detection,,,Workload Distribution,,Fraud Detection to Workload Distribution,Return AI results to Workload Distribution,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
331,10,14,Onboarding,,Liveness Detection,,,Document Verification,,Liveness Detection to Document Verification,Chain processing: Identity Verification to Document Verification,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-011,Intelligent Document Processing,2025: Multi-modal extraction API. Confidence scoring. Human review queue.
332,11,14,Onboarding,,Biometric Authentication,,,Audit Logging,,Biometric Authentication to Audit Logging,Return AI results to Audit Logging,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-011,Intelligent Document Processing,2025: Multi-modal extraction API. Confidence scoring. Human review queue.
333,10,15,Risk Functions,,Incident Detection,,,Loss Prediction,,Incident Detection to Loss Prediction,Chain processing: Risk Calculation to Loss Prediction,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-004,ML Model Explainability,2025: SHAP/LIME API integration. Explanation caching. Audit logging.
334,11,15,Risk Functions,,LLM API,,,Trend Analysis,,LLM API to Trend Analysis,Return AI results to Trend Analysis,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-004,ML Model Explainability,2025: SHAP/LIME API integration. Explanation caching. Audit logging.
335,10,16,IT Ops,,Root Cause Analysis,,,Anomaly Detection,,Root Cause Analysis to Anomaly Detection,Chain processing: Log Analysis to Anomaly Detection,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
336,11,16,IT Ops,,Incident Prediction,,,Metric Analysis,,Incident Prediction to Metric Analysis,Return AI results to Metric Analysis,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
337,11,17,FrontLine CIB,,LLM API,,,Deal Scoring,,LLM API to Deal Scoring,Chain processing: ML Model Serving to Deal Scoring,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
338,12,17,FrontLine CIB,,Presentation Generation,,,ML Model Serving,,Presentation Generation to ML Model Serving,Provide data context from Knowledge Management,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
339,13,17,FrontLine CIB,,ML Model Serving,,,Content Personalization,,ML Model Serving to Content Personalization,Return AI results to Content Personalization,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-005,Self-Reflective RAG,2025: Async RAG with streaming. OpenTelemetry tracing. Vector DB HNSW index.
340,11,18,Procurement,,Vendor Recommendation,,,Requirement Analysis,,Vendor Recommendation to Requirement Analysis,Chain processing: Vendor Matching to Requirement Analysis,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-008,Multi-Agent Orchestration,2025: Agent coordination protocol. Message queue. Task state tracking.
341,12,18,Procurement,,OCR Service,,,Vendor Matching,,OCR Service to Vendor Matching,Provide data context from Spend Analytics,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-008,Multi-Agent Orchestration,2025: Agent coordination protocol. Message queue. Task state tracking.
342,13,18,Procurement,,Vendor Matching,,,Category Analysis,,Vendor Matching to Category Analysis,Return AI results to Category Analysis,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-008,Multi-Agent Orchestration,2025: Agent coordination protocol. Message queue. Task state tracking.
343,11,19,Payment Disputes,,Document Understanding,,,Evidence Analysis,,Document Understanding to Evidence Analysis,Chain processing: Dispute Classification to Evidence Analysis,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
344,12,19,Payment Disputes,,Outcome Prediction,,,Priority Assignment,,Outcome Prediction to Priority Assignment,External integration via Card Network Integration,Integration data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
345,13,19,Payment Disputes,,Priority Assignment,,,Escalation Management,,Priority Assignment to Escalation Management,Return AI results to Escalation Management,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
346,11,20,Controls Testing,,LLM API,,,Risk-based Testing,,LLM API to Risk-based Testing,Chain processing: Test Generation to Risk-based Testing,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
347,12,20,Controls Testing,,Finding Documentation,,,Coverage Analysis,,Finding Documentation to Coverage Analysis,External integration via GRC System Integration,Integration data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
348,13,20,Controls Testing,,Coverage Analysis,,,Compliance Reporting,,Coverage Analysis to Compliance Reporting,Return AI results to Compliance Reporting,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
349,11,21,Wholesale Underwriting,,Financial Analysis,,,Risk Models,,Financial Analysis to Risk Models,Chain processing: Credit Scoring ML to Risk Models,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-011,Intelligent Document Processing,2025: Multi-modal extraction API. Confidence scoring. Human review queue.
350,12,21,Wholesale Underwriting,,OCR Service,,,Credit Scoring ML,,OCR Service to Credit Scoring ML,Provide data context from Portfolio Analysis,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-011,Intelligent Document Processing,2025: Multi-modal extraction API. Confidence scoring. Human review queue.
351,13,21,Wholesale Underwriting,,Credit Scoring ML,,,Approval Process,,Credit Scoring ML to Approval Process,Return AI results to Approval Process,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-011,Intelligent Document Processing,2025: Multi-modal extraction API. Confidence scoring. Human review queue.
352,11,22,Learning Content,,Multimedia Creation,,,Instructional Design,,Multimedia Creation to Instructional Design,Chain processing: Content Generation to Instructional Design,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
353,12,22,Learning Content,,Assessment Generation,,,Content Generation,,Assessment Generation to Content Generation,Provide data context from Question Banks,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
354,13,22,Learning Content,,Content Generation,,,Quality Assurance,,Content Generation to Quality Assurance,Return AI results to Quality Assurance,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-007,Agentic AI Pattern,2025: Agent communication via tool calls. State management. Human-in-the-loop hooks.
355,10,23,Collection Management,,Risk Stratification,,,Behavioral Clustering,,Risk Stratification to Behavioral Clustering,Chain processing: Debtor Segmentation to Behavioral Clustering,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
356,11,23,Collection Management,,Payment Prediction,,,Escalation Logic,,Payment Prediction to Escalation Logic,Return AI results to Escalation Logic,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-009,Real-Time ML Scoring,2025: <100ms latency SLA. Feature Store gRPC. Circuit breaker for fallback.
357,12,24,Front-end App Personalisation,,Collaborative Filtering,,,Recommendation Engine,,Collaborative Filtering to Recommendation Engine,Chain processing: Preference Learning to Recommendation Engine,Processing data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-006,Multi-Model Routing,2025: Model router with semantic classification. Fallback model chain.
358,13,24,Front-end App Personalisation,,Content Ranking,,,Preference Learning,,Content Ranking to Preference Learning,Provide data context from User Profiling,Data data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-006,Multi-Model Routing,2025: Model router with semantic classification. Fallback model chain.
359,14,24,Front-end App Personalisation,,Preference Learning,,,Feature Prioritization,,Preference Learning to Feature Prioritization,External integration via Mobile SDK Integration,Integration data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-006,Multi-Model Routing,2025: Model router with semantic classification. Fallback model chain.
360,15,24,Front-end App Personalisation,,Feature Prioritization,,,Performance Optimization,,Feature Prioritization to Performance Optimization,Return AI results to Performance Optimization,Response data,REST API,JSON,Real-time,Bidirectional,OAuth 2.0,Bearer Token,Medium,<1s,Retry 3x,Request/Response,PT-006,Multi-Model Routing,2025: Model router with semantic classification. Fallback model chain.
